,prop. core,prop. excl.,prop. low compl.,abs. diff. core - excl.,abs. diff. core - low coml.,z-val (core/excl.),p-val (core/excl.),z-val (core/low compl.),p-val (core/low compl.)
Republican,15.123194562446898,17.647058823529413,14.536340852130325,2.5238642610825153,0.5868537103165732,-0.9507123425362148,0.3417504209464537,0.2839057836087633,0.7764825841191624
Democrat,53.86576040781649,54.75113122171946,55.88972431077694,0.8853708139029735,2.0239639029604533,-0.2423171727111538,0.8085344083269467,-0.7014564166935539,0.4830182245636735
Independant,28.377230246389125,25.339366515837103,23.809523809523807,3.037863730552022,4.567706436865318,0.9239397954539876,0.35551766210101166,1.771497791114238,0.07647795967773895
Other,2.6338147833474936,2.262443438914027,5.764411027568922,0.37137134443346653,3.1305962442214286,0.3198206780474032,0.7491042714410308,-2.9708152157692713,0.002970104295353248
