PROLIFIC_PID,sex,ethnicity,race,age
5e743a1d8c8f273b566b864f,male,Not Hispanic or Latino,White,25
5c4e7b34620ba700010c5dc6,male,Prefer not to disclose,Multiracial,28
5dea5ba4446c901777bde897,female,Not Hispanic or Latino,White,41
5e1527aba99550b4037c472f,female,Not Hispanic or Latino,White,44
5c7b22abe926fc00160b49a6,female,Not Hispanic or Latino,Multiracial,64
5e6fcb44a2b73d58a1273627,female,Not Hispanic or Latino,Asian,18
5b23d0784fb0d40001e95407,female,Not Hispanic or Latino,White,21
5b745fb794c93d00010fc4c6,male,Not Hispanic or Latino,White,44
5db741cc04b632000a9a9800,female,Not Hispanic or Latino,White,19
5e6550ab777c592d731cc94b,male,Not Hispanic or Latino,Black,18
5d422e095a696a0019afa849,female,Not Hispanic or Latino,White,45
5dfbc3d9d62abe8e853f2a09,female,Not Hispanic or Latino,White,50
5c889a24d245310001683faa,male,Not Hispanic or Latino,Asian,19
5c0f500787e876000151fc5f,male,Not Hispanic or Latino,White,40
5e7bc9097c3dc10d282d65e2,male,Not Hispanic or Latino,Multiracial,33
5e0e32ee1d4607573dc85b1f,female,Not Hispanic or Latino,White,39
5e1fc8d45427912f6143b012,female,Not Hispanic or Latino,White,57
5dd0098e01fadf0fa6c3a15f,female,Not Hispanic or Latino,Asian,34
5a5a31b88e6259000175f6ae,female,Not Hispanic or Latino,White,53
5dd4bd7ae4f4a0499548a810,female,Not Hispanic or Latino,White,36
5df3f2c558a5c72d724a22ef,female,Not Hispanic or Latino,White,61
5d5f31230fc94a001c632b69,female,Not Hispanic or Latino,Black,25
5e04c32dd62abef29ebb9122,female,Not Hispanic or Latino,White,48
5dc483cf74939e34e55c3619,male,Not Hispanic or Latino,White,69
5e700bdb6319c15ed8726932,female,Not Hispanic or Latino,White,21
5d8d1125381d43001936e5a9,female,Not Hispanic or Latino,Asian,19
5d86d05f9854a60019240621,female,Hispanic or Latino,Multiracial,47
5e6bf9f5b66f921aeb75b5b7,male,Not Hispanic or Latino,White,32
5e3d99079ffecf000eff5686,male,Not Hispanic or Latino,White,47
56721761980a3c0011277389,female,Not Hispanic or Latino,White,48
5e7e89cc4fd114104a39fb88,female,Not Hispanic or Latino,White,23
5e53950380aa2c3958b44923,female,Not Hispanic or Latino,White,25
59d75f1b8fd07a0001841feb,male,Not Hispanic or Latino,White,66
5e5c56b36175cb43f89fe34e,female,Not Hispanic or Latino,White,21
5d80634181aa40001819e755,male,Not Hispanic or Latino,White,32
5d46c3ac090549001867b746,female,Not Hispanic or Latino,White,42
5dd3d566e05cad3b130de19a,male,Not Hispanic or Latino,White,38
5e761a1c409bdd17b294f631,female,Not Hispanic or Latino,Asian,23
5dcf40686d5225091e31fe14,female,Not Hispanic or Latino,White,36
5dd37d08c6588f38120fb465,female,Not Hispanic or Latino,White,47
5dcf6d762e4a050ac2cba07d,male,Not Hispanic or Latino,White,50
5d63867550d0dd0017805976,male,Not Hispanic or Latino,White,36
5d4ac837d2844e0001ecf699,female,Hispanic or Latino,Asian,32
5dae25fc2e361800135fbd02,female,Prefer not to disclose,White,57
5dd5bc3bd5cef8000b9861d5,male,Not Hispanic or Latino,White,29
5dd95e3c2274978e775f2aff,male,Not Hispanic or Latino,White,24
5de17df32cf2041dc1c2d8ad,male,Not Hispanic or Latino,Asian,22
5aadbe52811b2000016f7633,male,Not Hispanic or Latino,White,33
5ce7b20479642d00197682ea,female,Not Hispanic or Latino,White,43
5cfea2427b91e70001423ffb,male,Not Hispanic or Latino,White,31
5d0eb8f40c09d600174dca28,female,Not Hispanic or Latino,Black,51
593ab35d51244c00013dcb69,male,Not Hispanic or Latino,White,54
5e30e028dea8d60e2ab7abd6,female,Not Hispanic or Latino,White,25
5c313f27867f660001b0601c,female,Not Hispanic or Latino,White,63
5e0f69380fb798000a199566,female,Not Hispanic or Latino,White,40
5cbcfce214b3cb0015f03471,male,Not Hispanic or Latino,White,41
5d6029ee4bfc3b001a6f8d4d,female,Not Hispanic or Latino,White,43
5e770f11a9d3b527c662aa23,female,Not Hispanic or Latino,Asian,40
5dd0c43acaee3e187643d32b,male,Not Hispanic or Latino,White,20
5a98b39b89de8200013ef94f,male,Not Hispanic or Latino,Black,22
5e7b58cdb706bb1489647f8c,female,Not Hispanic or Latino,White,56
5d52f6bdc93322000116f8dc,male,Not Hispanic or Latino,White,40
5d82d28977546f00166ae702,female,Not Hispanic or Latino,Asian,33
5c925b0fb138fe0014e4036b,female,Not Hispanic or Latino,White,44
5aea6a11b779850001926eb6,male,Not Hispanic or Latino,White,28
5c314de6d5fc960001d2cb93,female,Not Hispanic or Latino,White,37
5e7d4a88b427291221e44296,female,Not Hispanic or Latino,White,23
5dd06a074ad3e2149c884661,male,Not Hispanic or Latino,White,59
5b6bacf00afa6f000107210f,female,Not Hispanic or Latino,White,60
5e5529ffd4c2b6526cb82340,female,Not Hispanic or Latino,Black,49
5aa117356475f90001a02fd6,female,Not Hispanic or Latino,White,34
5bd9f569eb22f2000183df4e,female,Not Hispanic or Latino,White,43
5c5f8a910edbd90001e1feda,female,Not Hispanic or Latino,White,66
5d88dcb723dfcc00151fd043,female,Not Hispanic or Latino,White,59
5e647d0ce35c88208fdbbb06,female,Not Hispanic or Latino,White,24
5dbee94de0a6e839b5a23898,male,Not Hispanic or Latino,Black,27
5e064785e297d502d4f2b15f,female,Not Hispanic or Latino,White,42
5cf1b0f475b61a0001d00408,female,Not Hispanic or Latino,White,34
5e38e49a8445881060c60eaf,female,Not Hispanic or Latino,White,48
5c7e942db38a220015ea809d,male,Not Hispanic or Latino,White,29
5b49eba46a4f840001f77485,female,Not Hispanic or Latino,White,48
5e2f4df549436751a44c8d8e,male,Not Hispanic or Latino,White,36
5e6d6545993427329a35b800,female,Not Hispanic or Latino,White,26
5d524355917c130001493457,female,Not Hispanic or Latino,White,48
5e617588e8165506fc39b363,male,Not Hispanic or Latino,White,42
5dd1fbf683e30924729400df,male,Not Hispanic or Latino,White,37
5ba18771e671c600012322e4,female,Not Hispanic or Latino,White,46
5d50feca50bdcf0001e8d38a,female,Not Hispanic or Latino,White,24
57dd1a741334540001170404,female,Not Hispanic or Latino,White,42
5d1a7bb2339da6001a12b11a,female,Not Hispanic or Latino,White,66
5dd864447beb29822b6c1e86,female,Not Hispanic or Latino,White,29
5dd1843cfd5b281f1e24d5c5,male,Not Hispanic or Latino,White,48
5b5089f9c36d8d0001ee0f73,male,Not Hispanic or Latino,White,42
5c51813b2423780001087907,female,Not Hispanic or Latino,White,29
5da48557dc2ba800168e1885,male,Not Hispanic or Latino,White,36
5e11882114ae638303c715d9,male,Not Hispanic or Latino,White,38
5c91c693765dad0016f8495c,male,Not Hispanic or Latino,Other,22
5e7189e9c1c9980afeb13d1e,female,Not Hispanic or Latino,White,32
5ca185065225d60017b0ecb1,female,Hispanic or Latino,White,32
5d612ae16512d700159face7,female,Not Hispanic or Latino,White,36
5dd402583c870a3daee3cb65,male,Not Hispanic or Latino,White,56
599ec7dc617ca80001fcd124,male,Not Hispanic or Latino,White,58
5b9dd41f962418000112e761,female,Not Hispanic or Latino,White,47
5a501c26eedc32000141f4f2,male,Not Hispanic or Latino,Asian,29
5bf56b6c8f12ac00018af6e2,female,Not Hispanic or Latino,White,36
5c2c6e432c45d400014a35e3,male,Not Hispanic or Latino,White,37
5e75686e5312ee0dab42c6df,female,Not Hispanic or Latino,Asian,21
5ded4bab1edb794081b3378e,female,Not Hispanic or Latino,Asian,25
5c9107147a7067000190a544,male,Not Hispanic or Latino,White,44
5c6f1e080b99a000018cc53b,female,Not Hispanic or Latino,White,53
5d2e8e17a29b67001aaa57e2,female,Not Hispanic or Latino,White,40
5df447e01e2e5831d5d20396,female,Not Hispanic or Latino,White,41
56e225c2ec0fdd000641e72d,female,Not Hispanic or Latino,White,48
5d8cf61c8057a8001b0569be,male,Hispanic or Latino,White,25
5e7238e07dcd0015fc27ee34,male,Not Hispanic or Latino,White,41
5e606b1eaf84e83c728748d7,male,Hispanic or Latino,Other,38
5c1a53b44868ce0001a3a4d0,male,Not Hispanic or Latino,White,37
5e83bb0601aa8c11929fa6d4,female,Hispanic or Latino,White,47
5996dbbc05a0e30001f1fd4a,male,Not Hispanic or Latino,Asian,41
5e53d7bddd7154010dbb80a1,male,Not Hispanic or Latino,White,31
5e6155e6f169c0046b6d6518,male,Not Hispanic or Latino,White,28
5d5c98f6121fc80001960e82,male,Not Hispanic or Latino,Asian,25
5e29ed78eb557a05536b8442,male,Not Hispanic or Latino,White,52
5e16bce18dffa0c6f76cda9b,female,Not Hispanic or Latino,White,29
5cb929bfebd17d0017e7f848,male,Not Hispanic or Latino,White,60
5b22f24c38fc0c0001313ea8,female,Not Hispanic or Latino,White,43
59947c1cf9db7d00018957fd,male,Not Hispanic or Latino,Asian,38
5ddbdd54f30aa6b365b4ebab,male,Hispanic or Latino,White,41
5ddef2e6929d5de6f1050f1c,male,Not Hispanic or Latino,White,58
5bdf22de2562330001b987e3,male,Not Hispanic or Latino,White,41
56abc4044483af000c4b755c,female,Not Hispanic or Latino,White,30
5d30a193b2cfe00017231a93,female,Not Hispanic or Latino,White,36
5e289d54a06ebe0464cfbe58,female,Not Hispanic or Latino,White,31
5d2e56ae72b6780001c66698,female,Not Hispanic or Latino,White,22
5e46f490a5748507c57e3c5f,male,Not Hispanic or Latino,Asian,41
5c6a36214fbf270001311702,female,Not Hispanic or Latino,Black,42
5953d01e4d560700016462da,female,Not Hispanic or Latino,White,50
5c0795f64452300001df3304,female,Not Hispanic or Latino,White,39
5de5dba9ff87c15699804260,male,Not Hispanic or Latino,White,63
5dcf162187c1fd05a28be5fb,female,Not Hispanic or Latino,Asian,54
564e93659b124900127eb55b,male,Not Hispanic or Latino,Asian,27
5d5f07cdca10e90016bc0103,male,Not Hispanic or Latino,White,33
5dd370b6e4bf2035a6b93643,male,Not Hispanic or Latino,Asian,29
5dd97dc7cf8e7e90c9addca7,male,Not Hispanic or Latino,White,57
583b397f54686200010f1d20,female,Not Hispanic or Latino,Black,48
5b60b06f0ca68d000150d757,male,Not Hispanic or Latino,White,34
572d55e1109ab600105176ba,male,Not Hispanic or Latino,White,28
5af799f857516b0001412679,male,Not Hispanic or Latino,White,50
5d47abcc2dc88900166f27c9,male,Not Hispanic or Latino,White,54
5ca17355f1e809001169e3c8,male,Not Hispanic or Latino,White,34
5d6dcf910562b9001a25fb70,male,Not Hispanic or Latino,Black,22
5dd2f94a238a913096c52317,female,Not Hispanic or Latino,White,37
5a49d6a06d85f80001c25bc4,female,Not Hispanic or Latino,White,39
5da88646fed6090012e5effd,male,Not Hispanic or Latino,Asian,27
5c2d426389f035000175d171,male,Hispanic or Latino,White,51
5e53556d2d48ca364723bf10,male,Not Hispanic or Latino,Asian,29
5de85ee6e4f42a7e18a6edf4,female,Not Hispanic or Latino,White,69
5dcca657854936945d68eaa9,female,Not Hispanic or Latino,White,48
5e7d031be805560ae6b93dba,female,Not Hispanic or Latino,Multiracial,30
5e4f30dd488436389bf58bf7,female,Not Hispanic or Latino,White,29
5e72e0d8adc903240ac70891,female,Not Hispanic or Latino,White,55
5d88f010859c9e0001810e88,female,Not Hispanic or Latino,White,46
5acb7b0ae1099600016acdd6,male,Not Hispanic or Latino,White,42
5a94c0b7b5e2110001c6891e,male,Not Hispanic or Latino,Asian,47
5d82be0cf45ead000150f026,male,Not Hispanic or Latino,White,38
5d44f2cb32ed2d0018267b2d,male,Not Hispanic or Latino,Black,49
5a2a1be50a95ab0001dc67ae,female,Hispanic or Latino,White,31
5dd3e5b66d52253c0e37e402,female,Not Hispanic or Latino,White,47
5dd5e27fe25acf59990e1adf,male,Hispanic or Latino,White,37
5e0189220db892d5a22f457e,male,Not Hispanic or Latino,White,30
5d012930cfeb82001817c9c9,female,Not Hispanic or Latino,Asian,29
5e67032bc302df492496fbaa,male,Not Hispanic or Latino,White,36
5cf5134c8f8ff80019e76721,male,Not Hispanic or Latino,White,47
5dd1964987c1fd2082c4d88e,male,Hispanic or Latino,Multiracial,47
5e63e24eaf3bd51660031dbe,male,Not Hispanic or Latino,White,34
5d25781deae1310019e2e95d,female,Not Hispanic or Latino,Asian,20
5d45bbac3c5a360019b1bc43,male,Not Hispanic or Latino,White,43
5e1bc8d75941db3f6f7edd95,male,Not Hispanic or Latino,White,29
5b9ce14e1b99540001d77e8a,male,Hispanic or Latino,Multiracial,48
5e7acf46e6548e0bf03346c7,male,Not Hispanic or Latino,White,21
5d99139757ff31001946659b,female,Not Hispanic or Latino,White,24
5dc50289718e6d39756e99f9,male,Not Hispanic or Latino,White,61
5e11fc3a76f45086a608f9bd,female,Not Hispanic or Latino,White,40
5da926115c6987001535a2da,male,Not Hispanic or Latino,White,57
5b2465d4007d870001c7926a,male,Hispanic or Latino,White,44
5caf9d267118670017240c96,female,Not Hispanic or Latino,White,40
5d474d1fab2d280015bb0110,male,Not Hispanic or Latino,Asian,31
5ba292385301b80001c71ba2,male,Not Hispanic or Latino,White,46
5daa18ed95be5f00133609e8,male,Not Hispanic or Latino,White,51
5dd405ab80123f3eaae9af80,female,Not Hispanic or Latino,White,60
59ba2a6e6495ef00019fbd70,male,Not Hispanic or Latino,White,54
5ddbd6e518beb6b1e1de0326,male,Not Hispanic or Latino,White,72
5e77d153b4cdc8072126b0eb,male,Not Hispanic or Latino,Asian,22
5dcb1023a67bd47e796516b5,female,Not Hispanic or Latino,Prefer not to disclose,24
5e56b9744c97910670a6c6dc,female,Not Hispanic or Latino,White,25
5e573ba5ad27610fa25300aa,male,Hispanic or Latino,White,19
5d7a7aac3e57c00001442470,female,Not Hispanic or Latino,White,44
5caa4435fd086000196ddf13,female,Not Hispanic or Latino,White,49
5e7ad13509f66f0c52d4aff3,female,Not Hispanic or Latino,Asian,21
5e791893f384be000819734c,female,Not Hispanic or Latino,Asian,19
5de79e713cf27970edc23950,female,Not Hispanic or Latino,White,41
5e27aae9fa970c9d7ae046dc,female,Not Hispanic or Latino,Asian,21
5951c8505f42c10001ff3f93,female,Not Hispanic or Latino,White,51
5cec5f7afdd26c00193ba64b,male,Hispanic or Latino,Other,27
5d0eecdd348afe00015865aa,female,Not Hispanic or Latino,White,46
5e35759f1c0a77521b3e4e7a,female,Not Hispanic or Latino,White,36
5d48fcc5643eb80001fb43fa,male,Not Hispanic or Latino,White,27
5dfa56fddc265f7ac3bee209,female,Not Hispanic or Latino,White,41
5e145b6ad62abea5c13910f7,female,Not Hispanic or Latino,White,59
5dc59aea37023940a0860dea,male,Not Hispanic or Latino,White,51
5e50bf5e2cfcc30ff7f5d870,female,Hispanic or Latino,White,51
59ff81fd5d06850001afeeab,male,Not Hispanic or Latino,Black,25
5e27085c4dc0880275e0b398,male,Hispanic or Latino,Prefer not to disclose,29
5bf3761862e1bc0001f15cb2,male,Not Hispanic or Latino,White,37
5c35101dbef9a20001e323f2,male,Hispanic or Latino,White,27
5e4fcfa854a6e701211477c8,male,Hispanic or Latino,White,25
5c67d039755ed2000170a774,female,Not Hispanic or Latino,Asian,35
5e84cf62eabe5c081ea860c5,male,Not Hispanic or Latino,Asian,23
5dd296d982569a2a212d2ab0,male,Not Hispanic or Latino,White,75
5dd32432e0b21b3472c20ebe,female,Not Hispanic or Latino,Black,41
5c5198da659655000168955d,male,Not Hispanic or Latino,White,42
5d45c2d1da9cb60015aa4312,female,Not Hispanic or Latino,White,39
57272517e386b9000e3e2b72,female,Not Hispanic or Latino,White,47
5c57022635a46a0001682961,female,Not Hispanic or Latino,White,49
5c343793ca23620001b2a460,male,Not Hispanic or Latino,White,27
5d8fea94efcbb5001756364b,male,Not Hispanic or Latino,White,36
5e2fb94ce0512d563ef46990,male,Not Hispanic or Latino,White,43
5bcc1fce4249b20001bc99f1,female,Not Hispanic or Latino,White,37
5ca8ffbec942ab0016cfe9d2,male,Not Hispanic or Latino,White,47
5e567cd58e4500024e8d096c,female,Not Hispanic or Latino,White,47
5e0cd34376f45046333a5b87,female,Not Hispanic or Latino,Multiracial,18
5d96eeed1998fb00177f6b71,female,Not Hispanic or Latino,Asian,22
5cb6527cdcd7180015d0a463,female,Not Hispanic or Latino,White,53
5e743710ff5c123c3f811a82,female,Hispanic or Latino,White,19
5e4cc1264b4ceb124578607c,female,Not Hispanic or Latino,White,19
55678ac4fdf99b02081d82c2,male,Not Hispanic or Latino,White,24
5e3e54f69e51f80b67c1cc06,female,Not Hispanic or Latino,White,45
5c26b151c4b6e3000152c0b8,male,Not Hispanic or Latino,White,65
5c054e8a553fb800011917d7,male,Not Hispanic or Latino,White,20
5e7d85f4469f74411f33f610,female,Not Hispanic or Latino,Multiracial,27
5de970024172e2000c9dacd2,male,Not Hispanic or Latino,White,61
5e729fcb5c18c01eecbecb74,female,Not Hispanic or Latino,White,21
55a55bd7fdf99b790558627c,female,Not Hispanic or Latino,White,41
5c03c70729abc00001992bf1,male,Not Hispanic or Latino,White,35
5c82da3d1dcc91001491b639,female,Not Hispanic or Latino,White,46
5e39584d48ec811632263bbd,female,Hispanic or Latino,White,26
59cc6c0246f7210001906b71,male,Not Hispanic or Latino,White,63
558823c2fdf99b318cb4224b,male,Not Hispanic or Latino,White,30
5a7f44ec8fe2dc000105c9b0,male,Hispanic or Latino,White,29
5cba1809102bd400130c19e7,female,Not Hispanic or Latino,Black,42
54849236fdf99b07b28f2318,male,Not Hispanic or Latino,White,47
5c87cb49850724000157d908,male,Not Hispanic or Latino,White,58
5b4ccba2e893120001247e9e,male,Not Hispanic or Latino,Asian,24
5ddef0fae454cde6bc7d9e3e,male,Not Hispanic or Latino,White,23
5e74f3d6d2c71504ac353017,female,Not Hispanic or Latino,White,18
5e8035b69bebe57112d963fe,female,Not Hispanic or Latino,Asian,20
5de5e8e5a1a3fb572da9cce5,female,Hispanic or Latino,White,33
5e416e22fb96eb000b3fe2a8,male,Not Hispanic or Latino,Asian,25
586372cae16d530001b345b8,female,Not Hispanic or Latino,White,63
5c65c10ff5ac570001b37b55,female,Not Hispanic or Latino,White,47
5e7691c0629b77207b16964a,female,Not Hispanic or Latino,Asian,18
5aaeb037811b2000016f7e9f,male,Hispanic or Latino,White,28
5dea9b4a35575a1c1c362ae6,female,Not Hispanic or Latino,White,18
5be1ca6d91deed00015a986c,female,Not Hispanic or Latino,White,58
5c5c75d6329ee20001083061,male,Hispanic or Latino,White,37
5de855017d44177cafe19840,male,Not Hispanic or Latino,White,40
5d37d2861566530016a061de,male,Hispanic or Latino,White,42
5e867394499bf02a03897f0a,female,Not Hispanic or Latino,Black,19
5c297a144479410001515282,female,Not Hispanic or Latino,Asian,21
5706fb93914b7100093b7925,male,Not Hispanic or Latino,White,26
5c607b7a9cf8fb000199e489,female,Not Hispanic or Latino,White,45
5e26a04f727e048d3e0b9459,male,Not Hispanic or Latino,White,29
5dde21012a30acd8ada645ec,male,Not Hispanic or Latino,Black,54
5c9293accd8dd00001d0b129,male,Not Hispanic or Latino,White,49
5d130227a271e4001a743702,female,Not Hispanic or Latino,White,29
5cf6150ce42af100015a90c4,female,Not Hispanic or Latino,White,49
5dcec32a367c6d000a4282c2,male,Not Hispanic or Latino,White,66
5d9b84c0bc904e0414048804,female,Not Hispanic or Latino,White,48
5ca2d3dd010c73001606b7d8,female,Not Hispanic or Latino,White,43
5dd348ce41afe8350e638085,female,Hispanic or Latino,White,68
5e79740cd1dff853eb36c467,female,Not Hispanic or Latino,Asian,24
546ee363fdf99b2bc7ebd035,female,Not Hispanic or Latino,White,59
5c6b646349b7f0000120b659,female,Not Hispanic or Latino,White,63
5cbe6bcc30c99c0018e866f0,male,Hispanic or Latino,Multiracial,33
5e6002b9e9e2ca34e24deab8,male,Not Hispanic or Latino,White,51
5e48cc0fe4317f3670ce90dd,female,Not Hispanic or Latino,White,72
5e82413b37e72496c1dd4349,male,Not Hispanic or Latino,White,34
5c800507a1d4b900114f28c4,male,Not Hispanic or Latino,White,28
5e4fdc35acfd00024fcb9dc5,female,Not Hispanic or Latino,White,42
5ac2b4889534ba0001c72843,female,Not Hispanic or Latino,White,22
55f5946a32af74001017047b,male,Not Hispanic or Latino,White,59
5dced33fc944d1018c53c520,female,Prefer not to disclose,Asian,44
5b678d8ef6a18700019e3611,female,Not Hispanic or Latino,White,42
5d280e75c3c61e000181c6bd,male,Not Hispanic or Latino,White,43
5e6cd6acaa16f1289f8440e9,female,Not Hispanic or Latino,White,33
5c19a630257db80001a2b3a8,male,Not Hispanic or Latino,White,64
5e5ab88a43f33029b119a48c,female,Not Hispanic or Latino,White,47
5dceb7bf2c5c10000acda107,male,Not Hispanic or Latino,Other,67
5e53a5d2dc07893a2d6c7a44,male,Not Hispanic or Latino,Asian,23
5e77a65dcce2a2319f9e8849,female,Hispanic or Latino,White,45
5d26aaf4665b0a00174b8f03,male,Hispanic or Latino,White,24
5d8d12f6d88e3a00142c9751,male,Not Hispanic or Latino,White,34
5d1d3e492a76c70015a4396c,male,Not Hispanic or Latino,White,47
5e2926d80beb030ede110e67,female,Not Hispanic or Latino,White,47
5dc1a56a648927000be0fca7,female,Not Hispanic or Latino,Black,55
5b9bf0277027930001c6141a,male,Not Hispanic or Latino,White,49
55abb1a5fdf99b501fab62e3,male,Not Hispanic or Latino,White,76
5e3fa2bd23323f1f0a0b5462,male,Not Hispanic or Latino,White,37
5db3b031efa9f6000cf02400,male,Not Hispanic or Latino,White,21
5dd72d2883e3096d755c0f14,female,Not Hispanic or Latino,White,53
5bfd81fb2feab400014d9060,male,Not Hispanic or Latino,White,46
5e3db1b6ddbf6c020e6aed9f,female,Not Hispanic or Latino,White,24
5b2d6013d143660001cc3dd1,female,Not Hispanic or Latino,Asian,35
5c3820ee1ede2b0001155929,female,Not Hispanic or Latino,White,27
5e387f2c0d70ef099d5e5a4f,male,Not Hispanic or Latino,White,37
5cb80f255a63a200167ead10,female,Not Hispanic or Latino,White,44
5c748f00300d3d000126ef3b,female,Not Hispanic or Latino,White,23
5be2beac398f560001a58df7,male,Not Hispanic or Latino,White,55
5c660497076e4e0001290b6c,female,Not Hispanic or Latino,White,37
5758a211cb13810006479a0d,male,Not Hispanic or Latino,White,55
58cefdb030c4cf0001ceb3ac,female,Not Hispanic or Latino,White,64
5a61207cc0d8360001078f07,female,Not Hispanic or Latino,White,46
5e49fd714535c4462d04dcd7,female,Not Hispanic or Latino,White,56
59e7477e3e4b5a00016aa4d2,male,Not Hispanic or Latino,White,55
5e84f6b23b1cee0ccbec287c,male,Not Hispanic or Latino,Black,33
5e865ed591a08928b8616e62,male,Not Hispanic or Latino,Black,30
5e79340b6d9a624e3f39586d,male,Not Hispanic or Latino,Multiracial,42
570758d5374137000fbb68cd,female,Not Hispanic or Latino,White,43
5c5dba4ed86a7f000191e5d5,male,Not Hispanic or Latino,White,56
5e09566024f939233ecf1c7f,female,Not Hispanic or Latino,Multiracial,22
5dfb87ac265c808aeb82de9a,male,Not Hispanic or Latino,White,42
5e0a4154deea2b2c63fb1062,female,Not Hispanic or Latino,White,48
5e27727328b7b698b037ee6c,male,Hispanic or Latino,White,34
5c82d87ef82e210014e32578,male,Not Hispanic or Latino,Black,45
5a5d7a42acc75b00017a8193,female,Not Hispanic or Latino,White,40
5c2692660091e40001c9e7af,male,Hispanic or Latino,Other,23
5d94794a521f890016f93604,female,Not Hispanic or Latino,Multiracial,41
5e0d9b4b82a955507e488b14,female,Not Hispanic or Latino,White,59
5dfc840a265c8097a1e85473,female,Hispanic or Latino,White,33
5e755d8a4ef41300084c50ca,male,Not Hispanic or Latino,White,25
5c4534332b1bda0001f5791f,male,Not Hispanic or Latino,White,35
5dd824a7867751000c5624ee,female,Not Hispanic or Latino,White,46
5dab7683c514d8001730ae4e,female,Not Hispanic or Latino,White,53
5cfdd7d53ca1bb00011030d4,female,Not Hispanic or Latino,White,28
5e3f4c676d06fc1b240e6021,male,Not Hispanic or Latino,White,63
5d50567697082b0018f7f481,female,Not Hispanic or Latino,White,24
5d9d2e7b60ff260017554fb5,female,Not Hispanic or Latino,Asian,26
5deae0ced6149021275f7166,male,Not Hispanic or Latino,Asian,26
5d6141608a11df001a477fbe,male,Not Hispanic or Latino,White,42
5996ad5c9845ef00014de423,female,Not Hispanic or Latino,White,40
5c47d714a8703f0001b6e780,male,Not Hispanic or Latino,White,32
5615777c7ffc8a000a811c61,male,Not Hispanic or Latino,White,59
5dd6830d57260460919d9715,female,Not Hispanic or Latino,White,33
5d30a875ad3457001743fbc9,male,Not Hispanic or Latino,White,47
5c872cded9fe700001024123,male,Hispanic or Latino,White,35
5d4c7ac3e8ec490018b0050d,female,Not Hispanic or Latino,Other,61
5dcf2a86b48da307d80875e7,female,Not Hispanic or Latino,White,58
5db603b20ad96c000e3847db,male,Hispanic or Latino,White,45
5ded9996838b4f45b83bb3f9,female,Not Hispanic or Latino,White,67
5ced335ede266200161ea979,female,Hispanic or Latino,White,36
5e6fd3293c76d25a3ca8b384,male,Not Hispanic or Latino,White,49
5c756f32c3c75a0001334269,male,Not Hispanic or Latino,Multiracial,52
5e07d174da6bad1342bafab2,male,Not Hispanic or Latino,White,36
58a9bada6a8d3b00017eccc2,female,Not Hispanic or Latino,White,57
58effc65c31d4d00015aa5b9,female,Not Hispanic or Latino,White,46
5b09f4f1d282ff00015b536d,male,Not Hispanic or Latino,White,53
5e2b08f297999401143d54c7,female,Not Hispanic or Latino,White,35
56ec2213388e1d000a5960c2,male,Not Hispanic or Latino,Black,37
5cc84fdfe72c19001476181b,male,Not Hispanic or Latino,Asian,29
5bf43ba0f35e0c0001017133,female,Hispanic or Latino,White,49
5d757faafea8150001e470e9,female,Not Hispanic or Latino,White,22
5e616b0a72248504495fe4ef,male,Hispanic or Latino,White,31
5c79d19742b7c300109f4fbc,female,Not Hispanic or Latino,White,36
5dce9e8138628b09c4a5a65e,female,Not Hispanic or Latino,White,43
5e80cd337412d47af23d463d,male,Not Hispanic or Latino,White,24
5d14f01dcd4b9c000184627b,female,Not Hispanic or Latino,White,72
5b5e7e643bac1d0001f9bf28,female,Not Hispanic or Latino,Multiracial,32
5d56123417ee8d0001cd9e00,male,Not Hispanic or Latino,White,72
5d8e3cd58c996a00138f684c,male,Not Hispanic or Latino,White,38
5d7e7a080cc1c900155d5d07,male,Not Hispanic or Latino,White,35
