PROLIFIC_PID,DemW10_R1,DemW18_R1,DemM6,DemM7,DemW3,prlfc_dem_age,DemC5,DemC8,DemC9
5e7d280b351b5c0d4a41d376,2.0,1.0,3.0,4.0,32.0,22.0,2.0,2.0,5.0
5e59d06dba01301e73cba7d6,1.0,4.0,3.0,5.0,32.0,31.0,2.0,2.0,5.0
5d07bfed880f9c001c886e61,2.0,1.0,3.0,4.0,30.0,18.0,2.0,2.0,5.0
5e796a1235dbf5532521c703,2.0,1.0,2.0,2.0,25.0,44.0,2.0,2.0,4.0
5e788817409bdd3fc0d237f3,2.0,1.0,2.0,1.0,43.0,27.0,1.0,2.0,5.0
5e755ec0ba508e000b9cfafe,1.0,4.0,2.0,4.0,5.0,28.0,1.0,2.0,4.0
5d219d16072b440018aebe98,2.0,1.0,2.0,2.0,5.0,28.0,2.0,2.0,4.0
5e3c8290bb3373000c235d9d,1.0,1.0,3.0,4.0,13.0,43.0,2.0,2.0,5.0
57a761c22fc0d400012c9656,2.0,1.0,2.0,2.0,47.0,38.0,1.0,2.0,5.0
5e7b3802fd67fa000c2ac785,2.0,1.0,3.0,4.0,37.0,19.0,1.0,1.0,6.0
5afdde7e59ae1e00017e6737,1.0,1.0,1.0,6.0,30.0,27.0,1.0,2.0,5.0
5bce72fa5868570001b2df5e,1.0,1.0,3.0,3.0,42.0,24.0,2.0,2.0,5.0
5c5278c798b0ff000110f559,2.0,1.0,2.0,2.0,35.0,46.0,2.0,2.0,5.0
5bd7ef36e4d5b00001a9b99e,1.0,3.0,3.0,3.0,43.0,29.0,1.0,2.0,5.0
5e79393ad1dff84f7ccecb7b,1.0,1.0,2.0,2.0,43.0,21.0,1.0,1.0,5.0
5c32a03c10677f0001de1192,1.0,6.0,2.0,2.0,40.0,29.0,2.0,2.0,5.0
581fcf9e8fbbba0001c0aa8a,1.0,1.0,1.0,6.0,13.0,62.0,1.0,2.0,5.0
5da8d4ea813dc400156b8cbf,1.0,1.0,4.0,6.0,3.0,33.0,2.0,2.0,5.0
5a0f3abf6e1ea9000124eeaf,1.0,4.0,3.0,1.0,5.0,45.0,2.0,2.0,6.0
5e81725fb86374854ebad3be,1.0,7.0,1.0,5.0,35.0,18.0,1.0,2.0,5.0
5e7a97db523a3907e00b8418,1.0,4.0,2.0,3.0,43.0,30.0,2.0,2.0,6.0
5e48f4f7250a723762326141,1.0,1.0,1.0,6.0,10.0,20.0,1.0,2.0,5.0
5dd343caade46233305ca71a,1.0,4.0,2.0,1.0,21.0,45.0,2.0,2.0,5.0
5e5305059c4fde32637fb5c5,1.0,3.0,1.0,5.0,5.0,27.0,1.0,2.0,5.0
5e11afdc6e4db6860898a5b9,1.0,2.0,1.0,6.0,47.0,26.0,2.0,2.0,5.0
5e483052a742a3000f7c15e8,1.0,3.0,2.0,1.0,35.0,29.0,2.0,2.0,5.0
5dd384887c0ebc382f0a919e,1.0,5.0,1.0,7.0,5.0,48.0,1.0,2.0,5.0
5e77fdfd5369a0382cdaeaa0,1.0,3.0,1.0,5.0,5.0,30.0,1.0,3.0,5.0
5dcecd508950ba000ae20e8d,1.0,5.0,2.0,1.0,46.0,59.0,2.0,2.0,5.0
5e7ba5cdf4c3fb1c99c55198,1.0,2.0,4.0,5.0,22.0,26.0,2.0,2.0,5.0
58570f831e70c2000128ebf6,1.0,3.0,2.0,3.0,26.0,42.0,2.0,2.0,5.0
5c2f9cddc5459b0001bae5b3,1.0,3.0,2.0,3.0,13.0,23.0,2.0,1.0,7.0
5adf874e066c510001d454f5,1.0,3.0,2.0,2.0,49.0,40.0,2.0,2.0,5.0
5dc1d16946c7ba134f6626bc,1.0,4.0,2.0,2.0,46.0,30.0,1.0,2.0,6.0
5e42d845eeef32027704ba6d,1.0,2.0,2.0,3.0,3.0,34.0,1.0,1.0,7.0
5e6be840c715c71aa2645e81,1.0,3.0,3.0,2.0,5.0,29.0,1.0,1.0,6.0
5c3d504ede04ad0001d8be54,1.0,3.0,1.0,7.0,47.0,37.0,2.0,2.0,5.0
5e83c5a7c6b0fb113333a26f,1.0,2.0,2.0,2.0,32.0,28.0,2.0,2.0,5.0
5e436ce25fd10620402cf68c,1.0,2.0,1.0,5.0,42.0,54.0,2.0,2.0,5.0
58509fbda6946500016117ed,1.0,3.0,1.0,6.0,14.0,35.0,1.0,2.0,5.0
5e5dcce0e58b6a0f18009f84,1.0,4.0,1.0,5.0,43.0,25.0,2.0,2.0,5.0
5dd984381096ea907a3272f2,1.0,1.0,1.0,6.0,22.0,18.0,1.0,2.0,5.0
5e7274034597370a3c028d88,1.0,5.0,2.0,6.0,5.0,28.0,1.0,2.0,4.0
5e55540f411bb4036121828c,1.0,3.0,1.0,6.0,42.0,29.0,1.0,2.0,5.0
5ad79dd33ba33e0001c8c9ec,1.0,4.0,2.0,2.0,22.0,36.0,1.0,2.0,4.0
5e39448ea9cf9414e733ff48,1.0,2.0,3.0,2.0,44.0,25.0,1.0,1.0,6.0
5c87439d3cfc0d0016f52ebc,1.0,3.0,1.0,6.0,5.0,59.0,1.0,2.0,5.0
5e837c7fa8e0390bd1fc3d60,1.0,2.0,3.0,4.0,5.0,42.0,2.0,2.0,4.0
5de80e0b521f95791f912e49,1.0,2.0,2.0,2.0,18.0,28.0,2.0,2.0,2.0
5e4eb10fa905592fd38e65a0,1.0,3.0,3.0,2.0,25.0,28.0,2.0,2.0,5.0
5e7aab0aa43b6e000b371af2,1.0,5.0,2.0,4.0,11.0,31.0,1.0,2.0,2.0
5e56fa4549c8f20ba2f69ca4,1.0,5.0,2.0,1.0,46.0,30.0,2.0,2.0,5.0
5c3c371c720fc7000162fe17,1.0,4.0,2.0,3.0,43.0,33.0,1.0,2.0,5.0
5e432b8b3f2ecf1bad55c133,1.0,3.0,2.0,1.0,47.0,30.0,2.0,2.0,5.0
5aa8b1d64eecca0001de0e3a,1.0,3.0,1.0,6.0,5.0,66.0,2.0,1.0,5.0
5e421fc6b99a870bad757991,1.0,4.0,2.0,3.0,5.0,31.0,1.0,2.0,5.0
5e62ae018b697304c388e207,1.0,3.0,2.0,1.0,5.0,29.0,2.0,2.0,5.0
5d4c92d7c6a3d60001173022,1.0,3.0,2.0,2.0,49.0,34.0,2.0,2.0,5.0
55887d59fdf99b5a48cf2c73,1.0,3.0,2.0,2.0,30.0,24.0,1.0,2.0,5.0
5dd403c4794e103dc51d03ef,1.0,3.0,3.0,4.0,4.0,40.0,1.0,2.0,5.0
5e508e68b8c9ad0e9ee96f35,1.0,6.0,1.0,7.0,25.0,48.0,1.0,2.0,5.0
5e5373b9f3b86337e9295ee6,1.0,4.0,2.0,1.0,5.0,29.0,2.0,2.0,2.0
592bb32c943e670001cde123,1.0,3.0,2.0,1.0,5.0,35.0,1.0,2.0,5.0
5d6b596f76cca6000166d81d,1.0,5.0,3.0,4.0,5.0,29.0,1.0,2.0,5.0
5e6a139a0b0cc30726a72dda,2.0,1.0,2.0,2.0,5.0,22.0,1.0,2.0,5.0
5e4570990fe9b405dc31479e,2.0,1.0,3.0,4.0,9.0,38.0,2.0,2.0,5.0
5e3d775ce78aa1034d81f20d,2.0,1.0,2.0,2.0,6.0,34.0,2.0,2.0,5.0
5b3edc9498a45e0001ede987,2.0,3.0,2.0,1.0,9.0,42.0,2.0,2.0,5.0
5d26222d2cbf2c00170c5ff9,2.0,7.0,2.0,2.0,5.0,19.0,1.0,2.0,2.0
5e77a47216fafe318117b976,1.0,1.0,1.0,5.0,22.0,18.0,2.0,2.0,5.0
5e7412779ee7f639757bd879,1.0,1.0,2.0,2.0,40.0,25.0,2.0,2.0,5.0
5e7be8f40e6075230ce30552,1.0,1.0,2.0,2.0,37.0,29.0,2.0,1.0,5.0
5e372f7ee63d3c000b152fc2,1.0,1.0,4.0,1.0,43.0,30.0,2.0,1.0,6.0
5e4dbee2ada9fa000d2fa11e,1.0,1.0,2.0,4.0,32.0,19.0,2.0,2.0,4.0
5cbe04b4f429ff00159de30e,1.0,4.0,2.0,2.0,43.0,34.0,2.0,2.0,4.0
5e52197989d7ad237d9e1d34,1.0,3.0,3.0,4.0,32.0,36.0,1.0,1.0,4.0
5e217a34e8ff3a469b5dfebc,1.0,5.0,2.0,4.0,45.0,22.0,2.0,2.0,1.0
5d79862d0e0a1400015483d5,1.0,4.0,1.0,5.0,43.0,23.0,2.0,2.0,5.0
5df56b3658a5c73e84d32d74,1.0,5.0,2.0,1.0,5.0,24.0,1.0,2.0,5.0
5e7acbd0373d5e0c087a112c,1.0,3.0,2.0,3.0,23.0,25.0,1.0,2.0,5.0
5cb103add6d1c200015ab9f2,1.0,5.0,1.0,7.0,23.0,40.0,2.0,2.0,5.0
5e0a543f11999f2fc82af075,2.0,1.0,2.0,2.0,32.0,22.0,2.0,2.0,5.0
5e69694e12215e22b44a7bc9,2.0,1.0,2.0,2.0,5.0,26.0,2.0,2.0,2.0
5484620efdf99b0379939c6a,1.0,1.0,3.0,5.0,38.0,59.0,1.0,2.0,5.0
5e80f90be6882f01c5d585f6,2.0,1.0,3.0,1.0,37.0,20.0,2.0,2.0,5.0
5e55d68e53ecf15d91da06e1,2.0,5.0,2.0,5.0,21.0,29.0,1.0,2.0,5.0
5c53f5346ed2fc00016bb6dc,2.0,1.0,2.0,2.0,40.0,19.0,2.0,2.0,5.0
5c105aa011fe9a00013cd27b,2.0,1.0,2.0,2.0,5.0,29.0,1.0,2.0,5.0
5cfb286697fb270001192074,1.0,1.0,2.0,4.0,38.0,44.0,2.0,2.0,4.0
5e1162636a5bff8326aa010d,2.0,7.0,2.0,3.0,22.0,19.0,2.0,2.0,5.0
5d1c364ec2696c0019647629,2.0,1.0,1.0,7.0,5.0,31.0,1.0,2.0,4.0
5be369b28bc5d60001da2c52,1.0,2.0,2.0,3.0,20.0,37.0,1.0,2.0,4.0
5de1a7ca725abb209ef69f4f,1.0,1.0,4.0,1.0,17.0,28.0,2.0,2.0,1.0
5e35e01b5bfa43595d69621d,1.0,3.0,4.0,1.0,30.0,54.0,2.0,2.0,5.0
5e5f52a5ff7c2b2952c41638,2.0,1.0,2.0,3.0,5.0,19.0,1.0,2.0,5.0
5e63d7822c147615c0dbc3bc,2.0,1.0,1.0,7.0,5.0,18.0,2.0,2.0,4.0
593a1500771f6b00014b19a2,2.0,1.0,1.0,6.0,43.0,50.0,1.0,2.0,5.0
5e76df981c906f2566c38155,2.0,1.0,1.0,6.0,17.0,20.0,2.0,2.0,5.0
5b09c34e3ce45d00016c8619,2.0,2.0,2.0,1.0,9.0,29.0,2.0,2.0,4.0
5e059d716f6c63fd5191beca,2.0,1.0,2.0,2.0,5.0,43.0,2.0,2.0,5.0
5e7f2688ac2c275f03b6ea22,1.0,3.0,3.0,5.0,47.0,34.0,1.0,2.0,5.0
5d54851837efaa001bb2969c,1.0,4.0,3.0,2.0,5.0,41.0,1.0,2.0,5.0
5db2cfc2aa1295000aa719c1,1.0,3.0,2.0,1.0,5.0,24.0,1.0,2.0,5.0
5d58db559fe0f000170f3e8e,1.0,1.0,2.0,1.0,5.0,26.0,2.0,2.0,5.0
58d4c4c287b2420001263b6a,2.0,1.0,2.0,1.0,5.0,53.0,2.0,2.0,7.0
5d25fb29c03bad001a86e557,1.0,2.0,3.0,1.0,9.0,40.0,1.0,3.0,5.0
5c2854db89f035000174b3d0,1.0,3.0,2.0,2.0,21.0,47.0,1.0,2.0,6.0
5e509cdb810ea30ef48f0080,1.0,4.0,3.0,3.0,15.0,28.0,2.0,2.0,5.0
5e7e68ee0d34ae53c9794226,1.0,5.0,2.0,2.0,5.0,24.0,1.0,2.0,5.0
5589629cfdf99b72eb003eee,1.0,3.0,2.0,1.0,3.0,41.0,2.0,2.0,5.0
5c89de28d810a700159dd315,3.0,1.0,2.0,2.0,22.0,63.0,1.0,2.0,5.0
5df936ce361a856c07fb1e9e,1.0,3.0,2.0,1.0,23.0,32.0,1.0,2.0,5.0
56494d5b6902220012c4acb7,1.0,1.0,1.0,7.0,14.0,58.0,2.0,2.0,5.0
5cc45845bbae0c0001b3f6f6,3.0,5.0,3.0,2.0,11.0,52.0,1.0,2.0,5.0
5d6413bc6512d700159fb0e1,2.0,1.0,1.0,6.0,36.0,40.0,2.0,2.0,5.0
5be88f239da4980001f20bae,1.0,2.0,2.0,2.0,20.0,49.0,2.0,2.0,5.0
5e6c5166aa16f121deb6db45,2.0,1.0,2.0,2.0,37.0,37.0,1.0,2.0,2.0
591e496df399850001c51a75,1.0,3.0,2.0,2.0,24.0,28.0,2.0,2.0,5.0
5da8eb474b80cd00163fa5d9,1.0,1.0,1.0,6.0,46.0,43.0,1.0,2.0,5.0
5e1d2a638fa1460b868dc1bb,2.0,7.0,3.0,3.0,22.0,19.0,1.0,2.0,2.0
59d5888d21977e0001d630f3,2.0,1.0,3.0,4.0,43.0,21.0,2.0,1.0,5.0
5c5e4e5106006e0001db8f0c,1.0,5.0,4.0,1.0,5.0,40.0,1.0,1.0,1.0
5e4547fb954b01021f8c7c5c,1.0,6.0,2.0,1.0,43.0,36.0,1.0,2.0,5.0
5ddc898a41fb3fbef8f00b91,2.0,1.0,2.0,1.0,7.0,18.0,2.0,2.0,5.0
5e17701fc09d8b000c6ea4d4,1.0,2.0,3.0,5.0,33.0,24.0,2.0,2.0,5.0
5e72443b467dff17f098b64d,2.0,1.0,2.0,1.0,32.0,42.0,1.0,2.0,5.0
5e305edd2dd28805b1870f60,1.0,2.0,3.0,2.0,38.0,26.0,1.0,2.0,2.0
5d55d3aefd95c30019d0ddfc,2.0,1.0,4.0,4.0,5.0,22.0,1.0,2.0,2.0
5c128848c8651700019f488d,3.0,4.0,2.0,2.0,43.0,66.0,1.0,2.0,5.0
5e1532e40db892b4508c72e0,1.0,2.0,2.0,5.0,46.0,40.0,1.0,2.0,5.0
5ddd502fc5fa30ca38f81f04,2.0,1.0,4.0,4.0,5.0,51.0,2.0,1.0,6.0
5cfe1e0f9fa80d0001291ce8,1.0,1.0,2.0,2.0,37.0,21.0,2.0,2.0,6.0
5c863ce59a306000166f8582,1.0,4.0,3.0,2.0,5.0,39.0,1.0,2.0,5.0
57e4b99ac3e5930001447324,1.0,6.0,2.0,2.0,5.0,30.0,1.0,2.0,4.0
5e35a30bde69fe54124579f2,1.0,3.0,2.0,1.0,33.0,32.0,1.0,2.0,5.0
5bcbd66377740000016a64b0,3.0,3.0,2.0,2.0,21.0,65.0,2.0,2.0,5.0
5c16087a1f6f15000149a167,1.0,5.0,2.0,2.0,13.0,23.0,1.0,2.0,5.0
5a4f6c4b5f741700018a79a8,2.0,1.0,1.0,3.0,5.0,27.0,1.0,1.0,5.0
5e37ace67b6a7a72785dcfaf,2.0,1.0,3.0,4.0,5.0,18.0,1.0,2.0,2.0
5def020419398a5b744b98b9,1.0,5.0,2.0,2.0,39.0,30.0,1.0,2.0,5.0
